MOVIE NAME, YEAR, MALE SINGER COUNT, FEMALE SINGER COUNT, MALE SONG COUNT, FEMALE SONG COUNT
Yeh Raat Phir Na Aayegi_1992,1992,2,1.0,3,7.0
Payal Ki Jhankaar_1980,1980,4.0,4.0,8.0,5.0
Ragini MMS_2011,2011,1.0,2.0,2.0,2.0
Betaaj Badshah_1994,1994,4.0,2,8.0,4
Akayla_1991,1991,1.0,1,3.0,3
Roti Kapda Aur Makaan_1974,1974,2.0,1,3.0,5
Black Mail (1973 film)_1973,1973,1,1.0,12,10.0
Yaaron Ka Yaar_1977,1977,3.0,1,3.0,3
Raat Gayi Baat Gayi?_2009,2009,0.0,1,0.0,4
Main Awara Hoon_1983,1983,1,2.0,4,3.0
Ram Bharose_1977,1977,2,1.0,8,4.0
Swarag Se Sunder_1986,1986,1,2.0,4,6.0
Gambler (1971 film)_1971,1971,2,1.0,5,2.0
Insaaf (1987 film)_1987,1987,0.0,1.0,0.0,3.0
Samraat (film)_1982,1982,4.0,2,6.0,6
Zokkomon_2011,2011,2,0.0,5,0.0
W (2014 film)_2014,2014,1,1.0,1,1.0
Fox (film)_2009,2009,2,2.0,4,2.0
Machine (2017 film)_2017,2017,4.0,3,7.0,5
Sone Ka Dil Lohe Ke Haath_1978,1978,1.0,1,1.0,2
Qaidi (1984 film)_1984,1984,1.0,2,4.0,2
Woh Din Yaad Karo_1971,1971,3,2.0,9,5.0
Hunterrr_2015,2015,5,2.0,5,2.0
Dil To Pagal Hai_1997,1997,2.0,2,9.0,9
Aulad Ke Dushman_1993,1993,3,3.0,10,8.0
Dahek_1999,1999,3.0,4,7.0,11
Kanwarlal_1988,1988,0.0,3,0.0,4
Ayee Milan Ki Raat_1991,1991,2.0,1,3.0,11
Qatil Aur Ashiq_1986,1986,2.0,3,5.0,8
Neerja_2016,2016,2.0,3,2.0,3
Preet Na Jane Reet_1984,1984,1,2.0,5,4.0
Rama O Rama_1988,1988,0.0,2,0.0,3
Bombay Talkies (film)_2013,2013,11,8.0,13,8.0
Bachpan_1970,1970,2,2.0,3,4.0
Chaalis Chauraasi_2012,2012,6,3.0,6,3.0
Shaadi Ke Baad_1972,1972,3.0,1,6.0,5
Laal Rang_2016,2016,3,0.0,4,0.0
Phool Aur Aag_1999,1999,1.0,2,1.0,4
Baahubali 2: The Conclusion_2017,2017,3,1.0,3,1.0
Shortkut_2009,2009,3,2.0,7,2.0
Jail Yatra_1981,1981,2,2.0,3,3.0
Shirdi Ke Sai Baba_1977,1977,1.0,3,2.0,4
Manthan (1976 film)_1976,1976,0.0,1,0.0,1
Criminal (1995 film)_1995,1995,2,2.0,2,2.0
Abhi To Jee Lein_1977,1977,1.0,1,11.0,3
Chor Aur Chaand_1993,1993,4,1.0,8,10.0
Baali Umar Ko Salaam_1994,1994,2,2.0,8,7.0
Samaj Ko Badal Dalo_1970,1970,1.0,2,2.0,5
Dil-E-Nadaan_1982,1982,1,2.0,4,3.0
Vishwanath (1978 film)_1978,1978,2.0,2,3.0,4
Phhir_2011,2011,1.0,2.0,1.0,2.0
Banphool_1971,1971,2.0,1,4.0,4
Yaadgaar_1984,1984,1,3.0,3,3.0
Bhumika (1977 film)_1977,1977,0.0,2,0.0,4
Grahan_1972,1972,3,3.0,4,6.0
Jolly LLB 2_2017,2017,4.0,2,5.0,2
Zindagi Aur Toofan_1975,1975,0.0,2.0,0.0,5.0
Wajood_1998,1998,3,3.0,4,6.0
Aaina (1977 film)_1977,1977,1.0,2,1.0,4
Tere Mere Sapne (1971 film)_1971,1971,2.0,2,3.0,7
Naughty @ 40_2011,2011,1,2.0,1,2.0
Ek Nazar_1972,1972,2,0.0,3,0.0
Saheb Bahadur_1977,1977,3.0,3,8.0,5
Baaghi: A Rebel for Love_1990,1990,1,3.0,4,8.0
Dhanak_2016,2016,3,1.0,3,1.0
Sawaal (film)_1982,1982,2.0,5,4.0,8
Khalifa (film)_1976,1976,2.0,1,6.0,2
Loafer (1973 film)_1973,1973,1.0,2,1.0,4
Miss 420_1998,1998,3,1.0,6,1.0
Ferrari Ki Sawaari_2012,2012,1,0.0,1,0.0
Sarkari Mehmaan_1979,1979,0.0,1,0.0,5
Mom (film)_2017,2017,2,5.0,2,6.0
Ghungroo Ki Awaaz_1981,1981,0.0,0.0,0.0,0.0
Sagina (film)_1974,1974,1,1.0,5,4.0
Naram Garam (1981 film)_1981,1981,3.0,2,3.0,4
Tyagi (film)_1992,1992,2.0,3,4.0,4
Gali Gali Chor Hai_2012,2012,2,1.0,3,2.0
Allah Rakha (film)_1986,1986,0.0,2,0.0,4
Jaggu_1975,1975,0.0,2,0.0,10
Shart (1986 film)_1986,1986,3.0,2.0,3.0,3.0
Samrat & Co._2014,2014,2,1.0,2,1.0
Yeshwant_1997,1997,4,1.0,7,1.0
Runningshaadi.com_2017,2017,4,2.0,5,2.0
Ajab Gazabb Love_2012,2012,3.0,0.0,4.0,0.0
Aalaap (film)_2012,2012,5,1.0,10,1.0
One by Two (2014 film)_2014,2014,4,1.0,5,1.0
Hawalaat_1987,1987,2,2.0,3,4.0
Awwal Number_1990,1990,2,2.0,5,4.0
Udhar Ka Sindur_1976,1976,2,3.0,2,6.0
Shapath (1997 film)_1997,1997,4,1.0,5,1.0
Tirchhi Topiwale_1998,1998,4,3.0,6,3.0
Jeeo Aur Jeene Do_1982,1982,2.0,3,3.0,5
Jeena isi Ka Naam Hai (film)_2017,2017,4,2.0,4,2.0
Chashme Buddoor (1981 film)_1981,1981,5,1.0,5,5.0
Dushman Devta_1991,1991,1.0,4,3.0,7
Jeete Hain Shaan Se_1988,1988,2,3.0,8,9.0
Iraada_1991,1991,1,1.0,2,3.0
Dushman Zamana_1992,1992,1.0,2,4.0,5
Prithvi (1997 film)_1997,1997,4,4.0,7,8.0
My Love (1970 film)_1970,1970,0.0,0.0,0.0,0.0
The Great Gambler_1979,1979,4.0,1,4.0,5
Dhan Daulat_1980,1980,0.0,0.0,0.0,0.0
Raja Jani_1972,1972,1.0,1,1.0,5
Laqshya_1994,1994,3,3.0,9,7.0
Majaal_1987,1987,1,1.0,4,5.0
Namak Halaal (1982 film)_1982,1982,2,1.0,4,3.0
Anari No.1_1999,1999,5,3.0,8,6.0
Chhota Chetan_1998,1998,1.0,2,4.0,2
Force (2011 film)_2011,2011,4,5.0,4,5.0
Garam Masala (1972 film)_1972,1972,1.0,1,2.0,5
Bhayaanak_1979,1979,1.0,2,2.0,3
Dial 100 (1982 film)_1982,1982,4.0,2,13.0,6
Shivaay_2016,2016,8,2.0,8,3.0
Buddha Mil Gaya (film)_1971,1971,2,2.0,6,5.0
Chor Sipahee_1977,1977,3,1.0,3,1.0
Teen Patti (film)_2010,2010,0.0,2,0.0,4
Star (1982 film)_1982,1982,0.0,1.0,0.0,4.0
Zindagi Ek Juaa_1992,1992,1,1.0,4,3.0
Suraj (1997 film)_1997,1997,3.0,2,5.0,3
Khoobsurat (1999 film)_1999,1999,5,4.0,7,6.0
Katilon Ke Kaatil_1981,1981,3,2.0,5,3.0
Betaab_1983,1983,0.0,1.0,0.0,3.0
Gunahon Ka Faisla_1988,1988,1.0,3,1.0,5
Meri Shadi Karao_2013,2013,2,0.0,10,0.0
Shikshaa_1979,1979,3,1.0,7,1.0
Aasha (1980 film)_1980,1980,1,1.0,5,3.0
Imaandaar_1987,1987,2,1.0,9,3.0
Fakira (film)_1976,1976,4.0,3,11.0,11
Do Dil Diwane_1981,1981,1.0,2,2.0,5
Ek Tha Tiger_2012,2012,4.0,2.0,4.0,4.0
Zor Lagaa Ke...Haiya!_2009,2009,3,1.0,6,2.0
Jung (1996 film)_1996,1996,2.0,1.0,2.0,4.0
Baazigar (1993 film)_1993,1993,2,3.0,4,6.0
Utsav_1984,1984,1.0,4,2.0,6
Geeta Mera Naam_1974,1974,1.0,2,2.0,4
Do Dilon Ki Dastaan (1985 film)_1985,1985,1,3.0,2,4.0
Shera (film)_1999,1999,3,0.0,7,0.0
U R My Jaan_2011,2011,3.0,3.0,3.0,4.0
Aage Ki Soch_1988,1988,1,1.0,4,4.0
Rajjo_2013,2013,2.0,1,3.0,4
Pazhassi Raja (2013 film)_2013,2013,6,2.0,9,2.0
Jhooth Bole Kauwa Kaate_1998,1998,4,1.0,8,4.0
Mrigayaa_1976,1976,1,1.0,4,2.0
Hira Aur Patthar_1977,1977,1,2.0,3,3.0
Kaalia_1981,1981,2.0,1,4.0,4
Ghatak: Lethal_1996,1996,2.0,4,3.0,5
Ganga Ki Saugandh_1978,1978,2,4.0,4,6.0
Hero Hindustani_1998,1998,1.0,0.0,3.0,0.0
Jeevan Sangram_1974,1974,1.0,3,1.0,7
Insaaf Ki Awaaz_1986,1986,2.0,2,3.0,3
Tera Kya Hoga Johnny_2010,2010,2.0,1,3.0,2
Teesra Kaun?_1994,1994,3,2.0,4,2.0
Maine Jeena Seekh Liya_1982,1982,2,4.0,6,15.0
Aap Ke Deewane_1980,1980,5,3.0,17,4.0
Sanam Teri Kasam (2009 film)_2009,2009,2,4.0,7,5.0
Afsana Do Dilon Ka_1982,1982,1,2.0,2,2.0
Rajput (1982 film)_1982,1982,3,2.0,11,3.0
Sajjo Rani_1976,1976,0.0,3,0.0,8
Rakta Bandhan_1984,1984,1.0,3,2.0,7
Agneepath (2012 film)_2012,2012,4.0,2,4.0,2
Dulaara_1994,1994,3,2.0,7,7.0
Goliyon Ki Raasleela Ram-Leela_2013,2013,4.0,2.0,7.0,4.0
Kalicharan_1976,1976,2.0,3,2.0,4
Door Nahin Manzil_1973,1973,2,2.0,4,5.0
Palkon Ki Chhaon Mein_1977,1977,1,2.0,3,3.0
Pyaar To Hona Hi Tha_1998,1998,5,3.0,6,5.0
Junooniyat_2016,2016,3,1.0,3,1.0
Haseenon Ka Devata_1971,1971,1.0,0.0,1.0,0.0
Fukrey_2013,2013,4,1.0,7,2.0
Happy Husbands_2011,2011,3,0.0,5,0.0
Anokha Daan_1972,1972,1.0,1,1.0,5
The Burning Train_1980,1980,2.0,4,4.0,8
Dil Toh Deewana Hai_2016,2016,2,2.0,4,2.0
Himalay Putra_1997,1997,3.0,2,5.0,5
Haque (film)_1991,1991,2.0,4,2.0,4
Arjun Pandit (1976 film)_1976,1976,1.0,1,1.0,2
Mard Ki Zabaan_1987,1987,1.0,1.0,2.0,1.0
Mere Do Anmol Ratan_1998,1998,4,2.0,12,3.0
Ek Chitthi Pyar Bhari_1985,1985,2.0,2,3.0,6
Meharbaani_1982,1982,1.0,1,1.0,1
Raja Natwarlal_2014,2014,3,2.0,4,2.0
Hum Se Na Takrana_1990,1990,3.0,1.0,3.0,5.0
Badmaash (film)_1998,1998,3.0,5.0,4.0,6.0
Ladki_1989,1989,1.0,1,2.0,2
The Gambler (1995 film)_1995,1995,3.0,2.0,4.0,5.0
Ada... A Way of Life_2010,2010,5,3.0,8,5.0
Zakhmee_1975,1975,3.0,2,5.0,4
Gautam Govinda_1979,1979,2.0,4,3.0,6
Insaaf Ka Khoon_1991,1991,1.0,1,3.0,3
Jism 2_2012,2012,2,3.0,4,3.0
Prem Tapasya_1983,1983,1.0,1,3.0,4
Koshish (1972 film)_1972,1972,0.0,1,0.0,1
Kaash_1987,1987,2,3.0,4,3.0
Man Tera Tan Mera_1971,1971,2,1.0,2,6.0
Annai Velankanni_1979,1979,2,1.0,5,2.0
Turning 30_2011,2011,3,0.0,6,0.0
Awara Baap_1985,1985,2,4.0,7,10.0
Holiday (2014 film)_2014,2014,4,2.0,6,3.0
Kareeb (1998 film)_1998,1998,2,2.0,5,8.0
Pyaar Impossible!_2010,2010,2.0,3,3.0,5
Jeevan Yudh_1997,1997,5.0,3,5.0,6
Haunted  3D_2011,2011,4,2.0,5,2.0
Kaalia (1997 film)_1997,1997,1,0.0,1,0.0
Aakhri Sajda_1977,1977,2,1.0,3,4.0
Dhadkan_2000,2000,5.0,1,7.0,5
Angel (2011 film)_2011,2011,5,1.0,7,3.0
Meri Pyaari Bindu_2017,2017,4,5.0,4,6.0
Mawaali_1983,1983,1,1.0,5,4.0
Himmat (1970 film)_1970,1970,1,2.0,5,5.0
Saagar (1985 film)_1985,1985,3.0,2,6.0,5
Sunayana_1979,1979,1,0.0,2,0.0
Pighalta Aasman_1985,1985,1.0,3,1.0,7
Prem Vivah_1979,1979,1.0,3,1.0,4
Deewana Mujh Sa Nahin_1990,1990,1,3.0,3,4.0
Aandhiyan_1990,1990,2,2.0,7,6.0
Shastra (1996 film)_1996,1996,1,1.0,4,1.0
Kamla (film)_1984,1984,1.0,1,4.0,2
Log Kya Kahenge_1982,1982,2,2.0,2,2.0
Arth (film)_1982,1982,1,1.0,4,1.0
Lovers (1983 film)_1983,1983,0.0,2,0.0,8
Aa Gale Lag Jaa (1994 film)_1994,1994,3,4.0,6,5.0
Insaniyat (1994 film)_1994,1994,4.0,5,6.0,10
Thodisi Bewafaii_1980,1980,1,3.0,3,4.0
Ghar Ho To Aisa_1990,1990,1.0,3.0,2.0,3.0
Priyatama_1977,1977,2,3.0,3,4.0
Anokhi Ada_1973,1973,3,2.0,7,5.0
Gudgudee_1997,1997,1,2.0,4,4.0
Palay Khan (film)_1986,1986,2.0,2,3.0,5
Hari Darshan_1972,1972,1.0,4,2.0,9
Papa Kehte Hai_1996,1996,3,3.0,5,3.0
Bajrangbali (film)_1976,1976,1,2.0,3,5.0
Khatron Ke Khiladi (1988 film)_1988,1988,1.0,4.0,1.0,7.0
Nazar Ke Samne_1994,1994,2,2.0,3,4.0
Masoom (1996 film)_1996,1996,6,3.0,7,4.0
Khel Khel Mein_1975,1975,3,2.0,5,4.0
Beiimaan Love_2016,2016,3.0,3,4.0,4
Deshwasi_1991,1991,1.0,2,5.0,7
Desh Ke Dushman_1989,1989,1.0,3,2.0,5
Safed Jhoot_1977,1977,2.0,1,4.0,4
Aankhen (1993 film)_1993,1993,5,5.0,9,5.0
Arjun Pandit (1999 film)_1999,1999,5,2.0,6,5.0
Krrish 3_2013,2013,5,3.0,8,4.0
Yeh Gulistan Hamara_1972,1972,4,1.0,9,7.0
Veerana_1988,1988,0.0,1,0.0,6
Aafat_1977,1977,1.0,2,1.0,6
Dishoom_2016,2016,6.0,3,7.0,5
Mera Saathi_1985,1985,3,2.0,5,5.0
Murder 3_2013,2013,4,0.0,7,0.0
Uljhan_2001,2001,2,2.0,3,3.0
Hadh Kar Di Aapne_2000,2000,3,4.0,5,6.0
Ek Aur Ek Gyarah_1981,1981,6,1.0,10,1.0
Gunehgar (1995 film)_1995,1995,2,2.0,5,4.0
Junoon (1992 film)_1992,1992,2,1.0,2,5.0
Yeh Saali Zindagi_2011,2011,4.0,2,7.0,6
Watan Ke Rakhwale_1987,1987,1,2.0,2,6.0
Jodi Breakers_2012,2012,3.0,2.0,3.0,2.0
Ek Kunwari Ek Kunwara_1973,1973,2.0,1,3.0,3
R... Rajkumar_2013,2013,4.0,4.0,7.0,4.0
Dhuen Ki Lakeer_1974,1974,2,1.0,5,2.0
Saajan Ka Ghar_1994,1994,2,2.0,5,9.0
Ram Teri Ganga Maili_1985,1985,2.0,1,2.0,4
Agnee (1988 film)_1988,1988,1.0,1.0,1.0,4.0
Dil Hi Dil Mein_1982,1982,7.0,2,9.0,2
Honour Killing (film)_2014,2014,3.0,1,4.0,2
Farebi_1974,1974,1,2.0,2,6.0
Gehra Zakhm_1981,1981,6,2.0,8,5.0
Ek Nari Do Roop_1973,1973,2,1.0,5,6.0
Zorro_1975,1975,1.0,0.0,1.0,0.0
Shapath_1984,1984,4,1.0,5,1.0
Dil Tera Deewana_1996,1996,1,2.0,7,5.0
Special 26_2013,2013,7,2.0,8,2.0
Paathshaala_2010,2010,1.0,0.0,1.0,0.0
Paappi Devataa_1995,1995,0.0,1,0.0,3
Guzaarish (2010 film)_2010,2010,4,2.0,4,2.0
Unees-Bees_1980,1980,3,3.0,7,3.0
Holi Ayee Re_1970,1970,4,3.0,5,4.0
Khoon Bhari Maang_1988,1988,1,2.0,2,10.0
Vaastav: The Reality_1999,1999,6,1.0,12,2.0
Mashaal_1984,1984,5,1.0,10,4.0
Chaahat (1996 film)_1996,1996,4,3.0,6,4.0
Jaanwar (1999 film)_1999,1999,4.0,4,6.0,11
Saazish (1988 film)_1988,1988,2.0,4,3.0,7
Farz Aur Kanoon_1982,1982,2,1.0,3,4.0
Mere Sartaj_1975,1975,2,1.0,2,5.0
Bombay 405 Miles_1980,1980,3,3.0,4,4.0
Bagula Bhagat_1979,1979,2,2.0,7,4.0
Immaan Dharam_1977,1977,4.0,2,8.0,2
Angaaray (1998 film)_1998,1998,5.0,3,9.0,8
Yeh Hai Mumbai Meri Jaan_1999,1999,4,2.0,8,5.0
Firaaq_2009,2009,4,1.0,4,1.0
Life Partner (film)_2009,2009,4,2.0,7,4.0
Kranti (1981 film)_1981,1981,6,1.0,11,5.0
Yudh (film)_1985,1985,3.0,5,3.0,9
Kunwara Baap (1974 film)_1974,1974,2,1.0,4,2.0
Jaaneman (1976 film)_1976,1976,6.0,3,9.0,8
Dilwaala_1986,1986,2,3.0,6,7.0
Sant Ravidas Ki Amar Kahani_1983,1983,2,1.0,3,2.0
Ganga Aur Ranga_1994,1994,0.0,1,0.0,4
Hindustan Ki Kasam_1973,1973,2,1.0,5,4.0
Sharafat Chod Di Maine_1976,1976,1.0,0.0,2.0,0.0
Farishtay_1991,1991,0.0,5.0,0.0,11.0
Jai Veeru_2009,2009,4.0,0.0,7.0,0.0
Kati Patang (1970 film)_1971,1971,3,2.0,6,3.0
Bade Dil Wala_1983,1983,2.0,1,7.0,5
Maha Shaktishaali_1994,1994,2,3.0,3,5.0
Kucch Luv Jaisaa_2011,2011,5,2.0,7,2.0
Call Girl (1974 film)_1974,1974,1,2.0,5,6.0
Meinu Ek Ladki Chaahiye_2014,2014,1.0,1,1.0,1
Bhabhi (1991 film)_1991,1991,4.0,3,4.0,6
Naam Shabana_2017,2017,1.0,3,1.0,3
Dabangg 2_2012,2012,5,2.0,6,7.0
Chashme Baddoor (2013 film)_2013,2013,2,1.0,5,2.0
Ek Anari Do Khiladi_1996,1996,2,3.0,2,3.0
Achanak (1998 film)_1998,1998,4,2.0,8,6.0
Do Khiladi_1976,1976,2,2.0,4,4.0
Luv Shuv Tey Chicken Khurana_2012,2012,6,0.0,9,0.0
Khubsoorat_1980,1980,2.0,2,3.0,5
Yeh Dooriyan_2011,2011,3.0,2,5.0,3
Paandav_1995,1995,2,4.0,5,5.0
Loveshhuda_2016,2016,3,0.0,4,0.0
Pyar Ka Mandir_1988,1988,3,2.0,4,2.0
Shatranj Ke Mohre_1974,1974,2.0,2,2.0,3
Yehi Hai Zindagi_1977,1977,2,2.0,3,3.0
Ghulam-E-Mustafa_1997,1997,3.0,2,3.0,3
Madadgaar_1987,1987,2,1.0,2,3.0
Mr Joe B. Carvalho_2014,2014,3.0,1.0,3.0,1.0
Preetam_1972,1972,2,2.0,4,2.0
Ashanti (1982 film)_1982,1982,3.0,2,3.0,4
Aulad (1987 film)_1987,1987,1.0,2.0,1.0,5.0
Billa No. 786_2000,2000,1,0.0,1,0.0
Karz (film)_1980,1980,3,3.0,7,3.0
Ghazab Tamasha_1992,1992,1,2.0,7,2.0
Do Aur Do Paanch_1980,1980,2,3.0,5,3.0
Roti (1974 film)_1974,1974,1,1.0,4,2.0
Sau Crore_1991,1991,2.0,4,3.0,7
Raja Hindustani_1996,1996,3.0,3,8.0,7
Muqaddar Ka Sikander_1978,1978,2,3.0,4,6.0
Victoria No. 203_1972,1972,2,1.0,6,2.0
Shatru_1986,1986,2.0,2,6.0,5
Phool Khile Hain Gulshan Gulshan (film)_1978,1978,4,2.0,6,2.0
Do Yaar_1972,1972,0.0,0.0,0.0,0.0
Chaarfutiya Chhokare_2014,2014,0.0,2,0.0,3
Raat Ke Gunaah_1994,1994,2.0,1,2.0,3
Paraya Dhan_1971,1971,3,2.0,5,4.0
Sham Ghansham_1998,1998,5.0,4,9.0,11
Suraag 1982 film_1982,1982,3,2.0,4,3.0
Maya Memsaab_1993,1993,2,1.0,2,5.0
Sarfarosh (1985 film)_1985,1985,3,3.0,4,4.0
Pyaara Dushman_1980,1980,1.0,2,3.0,5
Saajan Bina Suhagan_1978,1978,4,5.0,5,8.0
Chhote Sarkar (1974 film)_1974,1974,1.0,2,2.0,3
Darmiyaan_1997,1997,3.0,2,4.0,7
Gundagardi_1997,1997,4,3.0,8,5.0
Khuddar_1994,1994,3,1.0,6,5.0
Love Marriage (1984 film)_1984,1984,1.0,4.0,2.0,8.0
Barkhaa (2015 film)_2015,2015,6.0,3,7.0,3
Rangbaaz (1996 film)_1996,1996,3.0,2,8.0,3
Mera Shikar_1988,1988,1.0,1,2.0,6
Chaand Kaa Tukdaa_1994,1994,1.0,2,1.0,8
Jaal (1986 film)_1986,1986,1.0,1,1.0,2
Double Cross (1972 film)_1972,1972,1.0,1.0,4.0,6.0
Ham Sab Chor Hain (1995 film)_1995,1995,5,3.0,7,7.0
Jaan Ki Baazi_1985,1985,1.0,2.0,2.0,4.0
Uff! Yeh Mohabbat_1997,1997,4.0,3,7.0,6
Aar Ya Paar_1997,1997,8.0,5,9.0,6
Dance Dance (film)_1987,1987,1.0,1.0,1.0,5.0
Devta (1998 film)_1998,1998,2,2.0,3,2.0
Aag Ka Toofan_1993,1993,1,2.0,3,4.0
Gunda (film)_1998,1998,3.0,2,3.0,4
Daaman Aur Aag_1973,1973,2,3.0,3,4.0
Yeh Desh_1984,1984,5,2.0,5,3.0
Bandh Darwaza_1990,1990,1,2.0,2,2.0
Pardesi_1970,1970,1.0,1,1.0,4
Ilzaam_1986,1986,0.0,4,0.0,8
Chakkar Pe Chakkar_1977,1977,0.0,0.0,0.0,0.0
Joker (2011 film)_2012,2012,3.0,2,3.0,2
Ek Phool Teen Kante_1997,1997,4,2.0,5,5.0
Apmaan Ki Aag_1990,1990,1.0,2,2.0,4
Geraftaar_1985,1985,2,1.0,7,3.0
Saugandh (1991 film)_1991,1991,1.0,1.0,1.0,6.0
Ankur Arora Murder Case_2013,2013,2,1.0,2,1.0
Khiladiyon Ka Khiladi_1996,1996,4,4.0,5,5.0
Chatur Singh Two Star_2011,2011,2.0,3.0,4.0,4.0
Mehndi (1998 film)_1998,1998,2.0,4,2.0,5
Sher-E-Hindustan_1997,1997,1.0,1,2.0,1
Kahin Hai Mera Pyar_2014,2014,0.0,0.0,0.0,0.0
Jagga Jasoos_2017,2017,2,1.0,4,1.0
Yamla Pagla Deewana 2_2013,2013,8,4.0,12,8.0
Noor (film)_2017,2017,4.0,2.0,4.0,2.0
Humse Badhkar Kaun_1998,1998,3,2.0,6,2.0
Maa Beti_1987,1987,4.0,2,5.0,7
Main Tera Dushman_1989,1989,1.0,3.0,1.0,6.0
Badmashiyaan_2015,2015,4,1.0,4,1.0
Ghar Dwaar_1985,1985,0.0,0.0,0.0,0.0
Nauker (1979 film)_1979,1979,2.0,2,4.0,10
Rock Dancer_1995,1995,2.0,6,10.0,13
Jahan Tum Le Chalo_1999,1999,3,2.0,8,4.0
Chhupa Rustam_1973,1973,2,2.0,4,5.0
Rakhi Aur Rifle_1976,1976,0.0,2,0.0,8
Manzil (1979 film)_1979,1979,1.0,2,2.0,2
Indrajeet_1991,1991,4.0,2,4.0,6
Yeh Nazdeekiyan_1982,1982,0.0,2,0.0,8
Inkaar (2013 film)_2013,2013,5,2.0,7,2.0
Yugandhar (1993 film)_1993,1993,2.0,3,3.0,7
Sarkar 3_2017,2017,4.0,0.0,6.0,0.0
Jhutha Sach (film)_1984,1984,1,3.0,2,7.0
Saazish (1975 film)_1975,1975,0.0,1,0.0,6
Toote Khilone_1978,1978,3,2.0,8,4.0
Main Aurr Mrs Khanna_2009,2009,5,3.0,6,10.0
Vishnu-Devaa_1991,1991,0.0,4,0.0,6
Mardon Wali Baat_1988,1988,1.0,1,1.0,10
Do Jhoot_1975,1975,5,2.0,6,7.0
Dirty Politics (film)_2015,2015,0.0,2,0.0,2
Hathkadi_1995,1995,4.0,3,9.0,8
Shamitabh_2015,2015,2,1.0,4,1.0
Ghanchakkar (film)_2013,2013,2.0,1,4.0,1
Total Siyapaa_2014,2014,1,1.0,5,1.0
Deewana (1992 film)_1992,1992,1.0,3.0,6.0,5.0
Hum (1991 film)_1991,1991,2.0,3,5.0,7
Nishana (1995 film)_1995,1995,2.0,3,3.0,6
Jawab (1970 film)_1970,1970,2,4.0,4,7.0
Jungle (2000 film)_2000,2000,6,3.0,9,6.0
Krishna (1996 film)_1996,1996,4,2.0,5,3.0
Jeevan Dhaara_1982,1982,4,4.0,6,5.0
Warrant (1975 film)_1975,1975,1,1.0,3,2.0
Keemat (film)_1973,1973,5.0,3,7.0,5
Love (1991 film)_1991,1991,2,3.0,5,5.0
Aap Ki Khatir (1977 film)_1977,1977,3,2.0,5,4.0
Numbri Aadmi_1991,1991,1,5.0,2,13.0
Himmatvar_1996,1996,4,3.0,5,6.0
Krishna Aur Kans_2012,2012,7,3.0,10,5.0
Chhote Sarkar (1996 film)_1996,1996,2,1.0,6,6.0
Holiday: A Soldier Is Never Off Duty_2014,2014,4,2.0,6,3.0
Chupke Chupke_1975,1975,2.0,1,2.0,3
Raaj Tilak_1984,1984,2.0,4,5.0,10
Raaz Reboot_2016,2016,4,1.0,7,1.0
Banjo (2016 film)_2016,2016,2,1.0,8,1.0
Cover Story (2000 film)_2000,2000,3.0,1,5.0,3
Bhavani Junction_1985,1985,1.0,1.0,1.0,4.0
Bade Miyan Chote Miyan_1998,1998,3,5.0,10,9.0
Dhoom 3_2013,2013,3,3.0,3,3.0
Beharoopia_1971,1971,1.0,2,1.0,7
Aakhri Daku_1978,1978,1.0,2,1.0,3
Hate Story 2_2014,2014,2,2.0,6,4.0
Ladki Jawan Ho Gayi_1977,1977,3,1.0,5,5.0
F.A.L.T.U_2011,2011,0.0,0.0,0.0,0.0
Mera Jawab_1985,1985,0.0,2.0,0.0,5.0
Barfi!_2012,2012,8,3.0,12,3.0
Kabhi Na Kabhi_1998,1998,5,4.0,6,5.0
Rivaaj_1972,1972,3,4.0,5,5.0
MSG: The Messenger_2015,2015,1,0.0,8,0.0
Zabardast_1985,1985,2,1.0,5,4.0
Sewak_1975,1975,0.0,2,0.0,8
Aaj Ke Shahenshah_1990,1990,3.0,2.0,3.0,4.0
Shor (1972 film)_1972,1972,5.0,1,9.0,6
Udaan (2010 film)_2010,2010,10,0.0,16,0.0
Yaadon Ki Baaraat_1973,1973,3.0,4,7.0,7
Zakhmi Sher_1984,1984,2.0,5,2.0,5
Khamoshiyan_2015,2015,4,2.0,10,3.0
Gayatri Mahima_1977,1977,4,3.0,7,6.0
Utt Pataang_2011,2011,2,0.0,5,0.0
Memsaab (film)_1971,1971,2.0,2,3.0,8
Safar (film)_1970,1970,4.0,1,5.0,1
Jeevan Mukt_1977,1977,0.0,1,0.0,4
Shatranj (film)_1993,1993,6,2.0,9,3.0
English Babu Desi Mem_1996,1996,3.0,4,4.0,7
Mazloom_1986,1986,1.0,2.0,1.0,5.0
Kudrat_1981,1981,3,2.0,4,3.0
Biwi Ho To Aisi_1988,1988,0.0,2,0.0,6
Himmat (1996 film)_1996,1996,4,2.0,7,5.0
Bairaag_1976,1976,2.0,2,4.0,4
Army (1996 film)_1996,1996,5.0,3.0,7.0,6.0
Creature 3D_2014,2014,5,1.0,8,1.0
Santaan_1993,1993,3,3.0,6,5.0
Johny I Love You_1982,1982,2,2.0,4,4.0
Aan Baan (1972 film)_1972,1972,1.0,2,6.0,3
Zindagani_1986,1986,1.0,1,1.0,4
Ek Nai Paheli_1984,1984,3,4.0,4,9.0
Judaai (1997 film)_1997,1997,5.0,4,7.0,11
Pyar Jhukta Nahin_1985,1985,0.0,2.0,0.0,5.0
